id,name,category,sub_category,address,city,area,lat,lng,rating,taste_rating,decor_rating,service_rating,hygiene_rating,value_rating,review_count,half_year_sales,avg_price_per_person,queue_risk,queue_minutes_peak,queue_minutes_offpeak,has_group_buy,group_buy_title,group_buy_original_price,group_buy_current_price,business_hours,trend_tag,recommend_count
poi_056,上海艺术品博物馆,文化,博物馆,虎丘路20号2楼,上海,外滩,31.243,121.489,4.3,0,4.5,4.2,4.4,4.2,1800,2200,30,低,0,0,0,,0,0,10:00-17:00（周一闭馆）,宝藏,180
poi_057,上海玻璃博物馆,文化,博物馆,长江西路685号,上海,宝山,31.368,121.4412,4.7,0,4.9,4.6,4.8,4.3,7200,9500,80,低,10,0,1,成人票,80,72,10:00-17:00（周一闭馆）,宝藏,680
poi_058,上海中国航海博物馆,文化,博物馆,临港新城申港大道197号,上海,临港,30.885,121.9,4.6,0,4.7,4.5,4.7,4.5,4100,5200,30,低,5,0,0,,0,0,09:00-17:00（周一闭馆）,宝藏,390
poi_059,半岛酒店大堂吧·The Lobby,餐饮,下午茶,中山东一路32号,上海,外滩,31.2414,121.49,4.8,4.8,4.9,4.9,4.9,3.9,2800,3200,380,低,15,0,0,,0,0,11:30-18:00,高端,280
poi_060,和平饭店吧（Jazz Bar）,娱乐,爵士酒吧,南京东路20号和平饭店,上海,外滩,31.2418,121.4896,4.6,4.4,4.9,4.6,4.7,3.8,3500,2900,280,低,0,0,0,,0,0,18:00-01:00,高端,350
poi_061,淮扬府（外滩店）,餐饮,淮扬菜,中山东一路2号3楼,上海,外滩,31.2402,121.4896,4.7,4.7,4.8,4.6,4.8,4.0,4200,5100,258,低,10,0,1,双人精致套餐,598,468,11:00-22:00,热门,440
poi_062,苏浙汇（新天地店）,餐饮,江浙菜,淮海中路222号新天地时尚购物中心5F,上海,新天地,31.2196,121.4716,4.5,4.6,4.5,4.4,4.6,4.2,5600,7200,148,中,20,0,1,双人家宴套餐,358,268,11:00-22:00,热门,590
poi_063,新荣记（虹桥路店）,餐饮,台州海鲜,虹桥路1号,上海,长宁,31.208,121.412,4.9,4.9,4.8,4.8,4.9,3.8,3200,2800,680,低,0,0,0,,0,0,"11:30-14:00, 17:30-22:00",高端,280
poi_064,七宝老街,文化,历史街区,七宝镇老街,上海,闵行,31.156,121.3538,4.3,0,4.5,4.1,4.2,4.7,28000,38000,0,高,0,0,0,,0,0,全天,热门,2200
poi_065,大宁灵石公园,自然,城市公园,共和新路1468号,上海,静安,31.282,121.4552,4.5,0,4.7,4.3,4.5,5.0,12000,18000,0,低,0,0,0,,0,0,06:00-18:00,热门,890
poi_066,陆家嘴滨江大道,自然,城市景观,陆家嘴滨江大道,上海,陆家嘴,31.235,121.505,4.7,0,4.8,4.4,4.6,5.0,45000,62000,0,低,0,0,0,,0,0,全天,必打卡,3800
poi_067,上海迪士尼乐园,娱乐,主题乐园,川沙新镇黄赵路310号,上海,浦东,31.144,121.6665,4.7,4.2,4.9,4.6,4.7,3.8,120000,180000,580,高,90,30,1,成人单日票,699,619,08:30-22:00,火爆,9800
poi_068,上海野生动物园,娱乐,动物园,南六公路178号,上海,浦东,31.062,121.6102,4.4,0,4.5,4.3,4.3,4.0,32000,42000,180,中,20,5,1,成人票,210,178,08:30-17:00,热门,2400
poi_069,上海海洋水族馆,娱乐,水族馆,陆家嘴环路1388号,上海,陆家嘴,31.242,121.5028,4.4,0,4.5,4.3,4.4,3.9,28000,36000,160,中,25,5,1,成人票,180,158,09:00-21:00,热门,2100
poi_070,上海欢乐谷,娱乐,主题乐园,申迪西路100号,上海,浦东,31.218,121.632,4.2,0,4.4,4.1,4.2,4.0,42000,55000,280,高,60,20,1,成人单日票,329,258,09:30-21:00,热门,3100
poi_071,文庙（上海孔庙）,文化,历史建筑,文庙路215号,上海,黄浦,31.2222,121.48,4.4,0,4.6,4.2,4.4,4.6,6800,9200,10,低,5,0,0,,0,0,09:00-17:00（周一闭馆）,宝藏,590
poi_072,上海犹太难民纪念馆,文化,纪念馆,长阳路62号,上海,虹口,31.2598,121.5018,4.7,0,4.6,4.6,4.7,4.8,4500,5800,50,低,10,0,0,,0,0,09:00-17:00（周一闭馆）,宝藏,410
poi_073,苏州河沿岸艺术区,文化,创意街区,苏州河南岸（全段）,上海,普陀,31.249,121.449,4.5,0,4.7,4.3,4.5,5.0,9200,13000,0,低,0,0,0,,0,0,全天,热门,820
poi_074,老码头创意园区,文化,创意街区,中山南路479号,上海,外滩,31.2255,121.4952,4.5,0,4.8,4.3,4.5,4.7,7800,11000,0,低,0,0,0,,0,0,全天,热门,720
poi_075,上海国际电影节展映影院,娱乐,电影院,淮海中路686号,上海,淮海路,31.2198,121.464,4.5,0,4.6,4.4,4.5,4.4,8200,11500,60,低,10,0,1,单人电影票,80,62,10:00-23:00,热门,780
poi_076,兰心大戏院,娱乐,剧院,茂名北路57号,上海,静安,31.2265,121.4618,4.6,0,4.7,4.5,4.6,4.2,3400,2900,260,低,0,0,0,,0,0,演出日开放,热门,320
poi_077,奈雪の茶（外滩核心店）,餐饮,奶茶,南京东路100号,上海,外滩,31.2368,121.4798,4.3,4.4,4.5,4.2,4.3,4.0,6800,12000,38,中,15,5,0,,0,0,09:00-22:30,热门,720
poi_078,喜茶（新天地店）,餐饮,奶茶,太仓路181号新天地北里,上海,新天地,31.2192,121.4728,4.4,4.5,4.6,4.3,4.4,4.1,7200,14500,35,高,30,10,0,,0,0,09:00-22:00,火爆,1100
poi_079,霸王茶姬（南京路旗舰店）,餐饮,奶茶,南京东路318号,上海,外滩,31.2362,121.476,4.4,4.5,4.6,4.3,4.4,4.3,5400,9800,28,中,20,5,0,,0,0,09:00-22:00,火爆,890
poi_080,西贝莜面村（南京路店）,餐饮,西北菜,南京东路819号,上海,外滩,31.2358,121.478,4.4,4.5,4.4,4.4,4.5,4.2,9200,13500,108,中,20,5,1,双人套餐,248,198,10:30-21:30,热门,1100
poi_081,锦江饭店（南楼餐厅）,餐饮,本帮菜,茂名南路59号,上海,淮海路,31.2228,121.462,4.6,4.7,4.8,4.6,4.7,4.0,3800,4500,238,低,10,0,0,,0,0,11:30-22:00,高端,380
poi_082,1221餐厅,餐饮,本帮菜,延安西路1221号,上海,长宁,31.2165,121.4362,4.7,4.8,4.5,4.6,4.7,4.3,4600,5800,198,中,20,5,1,招牌双人套餐,488,358,11:00-22:00,宝藏,490
poi_083,哈比比烤肉（新天地店）,餐饮,中东烤肉,自忠路328号,上海,新天地,31.2178,121.4708,4.5,4.6,4.6,4.4,4.5,4.2,2800,3600,148,低,10,0,0,,0,0,11:30-23:00,宝藏,290
poi_084,上海老饭店（豫园店）,餐饮,本帮菜,福佑路242号,上海,外滩,31.2265,121.4905,4.5,4.6,4.4,4.4,4.5,4.3,9800,13500,138,中,25,5,1,双人经典套餐,318,238,11:00-21:30,老字号,1050
poi_085,上海豫园商城（美食街）,餐饮,小吃街,豫园路168号,上海,外滩,31.2268,121.4898,4.2,4.3,4.4,4.0,4.1,4.5,35000,52000,60,高,0,0,0,,0,0,09:00-22:00,火爆,2800
poi_086,麦隆咖啡（静安嘉里店）,餐饮,咖啡,南京西路1515号嘉里中心,上海,静安,31.227,121.4488,4.6,4.6,4.7,4.5,4.7,4.2,3200,5100,58,低,10,0,0,,0,0,08:00-22:00,热门,380
poi_087,FOUND 158（外滩）,娱乐,餐吧,南苏州路158号,上海,外滩,31.2422,121.4882,4.4,4.3,4.6,4.3,4.4,4.0,4800,6200,128,中,15,0,0,,0,0,11:00-次日02:00,热门,480
poi_088,五番街（虹口足球场）,娱乐,综合娱乐,东江湾路55号,上海,虹口,31.2758,121.487,4.1,0,4.2,4.0,4.1,4.2,9800,14000,80,低,0,0,0,,0,0,10:00-22:00,热门,680
poi_089,蔡澜港式点心（iapm店）,餐饮,港式点心,淮海中路999号iapm商场B1,上海,淮海路,31.2178,121.4598,4.5,4.6,4.4,4.4,4.5,4.2,6200,9100,98,中,20,5,1,双人港式早茶,238,178,10:00-22:00,热门,680
poi_090,吴越人家（南京西路店）,餐饮,江浙菜,南京西路888号,上海,静安,31.2255,121.455,4.5,4.6,4.5,4.4,4.6,4.3,5800,7900,128,中,15,0,1,双人精选套餐,298,228,11:00-22:00,热门,620
poi_091,武康大楼,文化,历史建筑,淮海中路1836号,上海,徐汇,31.2068,121.4468,4.7,0,4.9,4.3,4.6,5.0,22000,32000,0,低,0,0,0,,0,0,全天（外观）,必打卡,2800
poi_092,静安寺,文化,寺庙,南京西路1686号,上海,静安,31.2268,121.445,4.5,0,4.7,4.3,4.5,4.2,18000,24000,50,中,20,5,0,,0,0,07:30-17:00,热门,1800
poi_093,上海龙华寺,文化,寺庙,龙华路2853号,上海,徐汇,31.1808,121.4502,4.6,0,4.7,4.4,4.5,4.5,15000,21000,10,中,15,5,0,,0,0,07:00-17:00,热门,1500
poi_094,上海玉佛禅寺,文化,寺庙,安远路170号,上海,普陀,31.25,121.439,4.6,0,4.7,4.4,4.5,4.3,12000,16000,20,中,20,5,0,,0,0,08:00-17:00,热门,1200
poi_095,上海鲁迅纪念馆,文化,纪念馆,甜爱路200号,上海,虹口,31.2748,121.4948,4.6,0,4.6,4.5,4.6,5.0,6800,9200,0,低,5,0,0,,0,0,09:00-16:00（周一闭馆）,宝藏,590
poi_096,上海图书馆（东馆）,文化,图书馆,合欢路300号,上海,浦东,31.22,121.5552,4.8,0,4.9,4.7,4.9,5.0,14000,20000,0,低,0,0,0,,0,0,09:00-20:00,火爆,1800
poi_097,百联ZX创趣场,娱乐,二次元商场,四川北路988号,上海,虹口,31.2618,121.4882,4.5,0,4.7,4.4,4.5,4.2,8900,13500,0,低,0,0,0,,0,0,10:00-22:00,火爆,1100
poi_098,仙霞路日料一条街,餐饮,日料,仙霞路（全段）,上海,长宁,31.2048,121.4035,4.5,4.6,4.4,4.4,4.5,4.3,12000,18000,198,低,10,0,0,,0,0,11:30-22:00,热门,1100
poi_099,桃花源记（陆家嘴店）,餐饮,江浙菜,世纪大道100号上海环球金融中心B1,上海,陆家嘴,31.2362,121.5045,4.6,4.7,4.7,4.5,4.7,4.1,4800,6200,178,中,20,5,1,双人精选套餐,398,308,11:00-22:00,热门,510
poi_100,丰收日（外滩店）,餐饮,本帮菜,中山东二路22号,上海,外滩,31.2338,121.4932,4.7,4.8,4.7,4.6,4.8,4.2,5600,7200,188,低,10,0,1,双人本帮套餐,458,348,11:00-22:00,热门,620
